,title,content,answer,maxPoints,type,relevantLines,examId,questions,gradingKey
132,Aufgabe 9b,"An der Einstellung der Zuschauenden ist jedoch nicht alles so schön. Lies die Zeilen 15 und 16 von «Kein anständiger Mann ...» bis «... auf dem Claraplatz.» noch einmal und erkläre, was an den dort erwähnten Vorstellungen und Gedanken nicht schön ist. Nenne zwei unterschiedliche Punkte und erläutere sie in je einem Satz.","Die Zuschauer bezeichnen den Mann als nicht anständig. / Die Zuschauer verurteilen den Mann. / Die Zuschauer haben Vorurteile. / Die Zuschauer denken abschätzig über den Mann. / Die Zuschauer sind hochnäsig/arrogant/eingebildet. Die Zuschauer wollen den Mann weghaben. 1 Punkt für Sätze, die auf Missbilligung hinweisen, 1 Punkt für Sätze, die auf den Schutz des Ortes hinweisen, 0 Punkte für falsche Antworten. Bei 1 bis 2 Orthografie- und Grammatikfehlern kein Abzug, bei 3 oder mehr Fehlern 1 Punkt Abzug.",2,text,"[15, 16]",8,,
133,Aufgabe 10,"Kreuze jeweils nur die Lösung an, die der Bedeutung der fett gedruckten Wörter am besten entspricht. Der Sinn der Aussage muss zum Text passen.",,5,multiplechoice,,8,"[{'text': 'Der Mann war untersetzt, mager und breitschultrig.', 'options': ['nicht sehr intelligent', 'unterwegs', 'nicht besonders gross', 'unterstützt', 'nicht elegant gekleidet'], 'answer': 'nicht besonders gross'}, {'text': 'Der Mann richtete seine Augen auf die Fuhr.', 'options': ['das Wägelchen', 'das Gefährt', 'die Rädchen', 'die Wagenladung', 'die Deichsel'], 'answer': 'die Wagenladung'}, {'text': 'Der Mann bleibt unberührt und beginnt Ordnung zu schaffen.', 'options': ['unmutig', 'verwirrt', 'unbeweglich', 'unmissverständlich', 'beharrlich'], 'answer': 'beharrlich'}, {'text': 'Beherzte Männer überqueren die Strasse und helfen dem Mann.', 'options': ['mutige', 'freundliche', 'herzensgute', 'fleissige', 'herzliche'], 'answer': 'mutige'}, {'text': 'Ob die Missbilligung dem überfrachteten Wägelchen gilt?', 'options': ['die Vergünstigung', 'die Störung', 'das Misstrauen', 'die Kritik', 'die Zubilligung'], 'answer': 'die Kritik'}]","[{'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
134,Aufgabe 11,"Wähle, ob es sich bei den **Wörtern** die fett geschrieben sind um Nomen, Verben oder Adjektive handelt. Falls sie zu keiner dieser Wortarten gehören, wähle «nichts davon». Es darf nur ein Auswahl pro Zeile gesetzt werden. Falsch gesetzte Antworten geben Abzug.",,4,multiplechoice,,8,"[{'text': 'ZUERST **GERÄT** DAS LINKE RÄDCHEN IN EINE TRAMSCHIENE.', 'options': ['Nomen', 'Verb', 'Adjektiv', 'Nichts davon'], 'answer': 'Verb'}, {'text': 'DIESES SCHAUSPIEL WAR VÖLLIG **UNERWARTET**.', 'options': ['Nomen', 'Verb', 'Adjektiv', 'Nichts davon'], 'answer': 'Adjektiv'}, {'text': 'DAS **WIEHERN** DER ZUSCHAUER ERFOLGT WIE AUF EINE GELUNGENE CLOWNNUMMER.', 'options': ['Nomen', 'Verb', 'Adjektiv', 'Nichts davon'], 'answer': 'Nomen'}, {'text': 'WIRKLICH **ALLES**?', 'options': ['Nomen', 'Verb', 'Adjektiv', 'Nichts davon'], 'answer': 'Nichts davon'}, {'text': 'ER MAG VIELLEICHT **MITTE** FÜNFZIG SEIN.', 'options': ['Nomen', 'Verb', 'Adjektiv', 'Nichts davon'], 'answer': 'Nomen'}, {'text': 'EINIGE MÄNNER REDETEN **NOCHMALS** MIT IHM.', 'options': ['Nomen', 'Verb', 'Adjektiv', 'Nichts davon'], 'answer': 'Nichts davon'}, {'text': 'DER MANN HAT INZWISCHEN DIE STÜHLE WIEDER **PLATZIERT**.', 'options': ['Nomen', 'Verb', 'Adjektiv', 'Nichts davon'], 'answer': 'Verb'}, {'text': '**NUN** UMKREIST ER NOCHMALS DIESEN RIESENBALLAST.', 'options': ['Nomen', 'Verb', 'Adjektiv', 'Nichts davon'], 'answer': 'Nichts davon'}]","[{'min': 8, 'max': 8, 'points': 4}, {'min': 6, 'max': 7, 'points': 3}, {'min': 4, 'max': 5, 'points': 2}, {'min': 2, 'max': 3, 'points': 1}, {'min': 0, 'max': 1, 'points': 0}]"
135,Aufgabe 12,"Bilde ausgehend vom Stamm der fett gedruckten Wörter ein neues Wort mit demselben Wortstamm (Stamm-Morphem), das in die Lücke passt. Es darf nur ein einziges Wort pro Lücke eingesetzt werden und die Bedeutung des rechten Satzes muss mit der des linken Satzes übereinstimmen.",,4,directWordMatch,,8,"[{'leftCol': 'Seine Augen sind auf die Fuhre **gerichtet**.', 'rightCol': 'Der Mann schaut __________ Fuhre.', 'answer': ['Richtung'], 'isExample': 0}, {'leftCol': 'Schon wollen sich die Zuschauenden **abwenden**.', 'rightCol': 'Schon wollen sich die Zuschauenden anderen Beschäftigungen __________.', 'answer': ['zuwenden'], 'isExample': 0}, {'leftCol': 'Der Mann tut das ohne **Hast**.', 'rightCol': 'Der Mann tut das nicht __________.', 'answer': ['hastig'], 'isExample': 0}, {'leftCol': 'Der Mann **türmt** alles wieder auf.', 'rightCol': 'Der Mann stapelt alles __________.', 'answer': ['turmhoch', 'turmartig', 'turmähnlich'], 'isExample': 0}, {'leftCol': '**Gekrönt** wird dies alles von vier Stühlen.', 'rightCol': 'Zuoberst ragen die Stuhlbeine wie eine __________ empor.', 'answer': ['Krone'], 'isExample': 0}, {'leftCol': 'Nun umkreist der Mann mit **bedächtigen** Schritten den Riesenballast.', 'rightCol': 'Mit __________ schreitet der Mann um den Riesenballast.', 'answer': ['Bedacht', 'Bedächtigkeit'], 'isExample': 0}, {'leftCol': 'Die Zuschauenden fühlen weder einen Mangel an Menschlichkeit noch **Hohn**.', 'rightCol': 'Die Zuschauenden haben weder unmenschliche noch __________ Gefühle.', 'answer': ['höhnische'], 'isExample': 0}]","[{'min': 7, 'max': 7, 'points': 4}, {'min': 5, 'max': 6, 'points': 3}, {'min': 3, 'max': 4, 'points': 2}, {'min': 1, 'max': 2, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
136,Aufgabe 13,"Im folgenden Text wurden alle Satzzeichen, inklusive Anführungs- und Schlusszeichen, gelöscht: Trage die fehlenden Satzzeichen wieder ein. Am Text darfst du sonst nichts ändern. Zusätzlich gesetzte Satzzeichen führen zu einem Abzug. Hier der Text: Die zuschauenden Menschen warteten gespannt Einige tuschelten aufgeregt miteinander Was wird wohl als Nächstes herunterfallen fragte ein junger sehr auffällig gekleideter Mann seine Begleiterin Sie antwortete gelangweilt Ich weiss nicht Sie schaute auf ihre Armbanduhr Max rief sie dann es ist Viertel vor zwölf wir sollten uns sofort auf den Weg machen Sie packte die Griffe ihrer Einkaufstasche berührte ihren Partner am Arm und setzte sich in Bewegung","Falsch gesetzte Satzzeichen zählen als Abweichung. Abweichungen zusammenzählen (keine Abweichung = 4 Punkte, 1 Abweichung = 3 Punkte, 2-3 Abweichungen = 2 Punkte, 4-5 Abweichungen = 1 Punkt, 6 und mehr Abweichungen = 0 Punkte). Hier die Lösung: Die zuschauenden Menschen warteten gespannt. Einige tuschelten aufgeregt miteinander. „Was wird wohl als Nächstes herunterfallen?”, fragte ein junger, sehr auffällig gekleideter Mann seine Begleiterin. Sie antwortete gelangweilt: „Ich weiss nicht.” Sie schaute auf ihre Armbanduhr. „Max”, rief sie dann, „es ist Viertel vor zwölf, wir sollten uns sofort auf den Weg machen!” Sie packte die Griffe ihrer Einkaufstasche, berührte ihren Partner am Arm und setzte sich in Bewegung.",4,text,[],8,,
137,Aufgabe 14,Bilde die verlangten Verbformen und schreibe sie fehlerfrei.,,3,directWordMatchThreeCol,,8,"[{'leftCol': 'erhalten', 'middleCol': 'ihr __________ ', 'rightCol': 'es __________ ', 'answerLeftCol': None, 'answerMiddleCol': ['erhaltet'], 'answerRightCol': ['erhielt'], 'isExample': 0}, {'leftCol': '__________', 'middleCol': 'ihr __________ ', 'rightCol': 'sie mochte ', 'answerLeftCol': ['mögen'], 'answerMiddleCol': ['mögt', 'möchtet', 'möget'], 'answerRightCol': None, 'isExample': 0}, {'leftCol': 'laufen', 'middleCol': 'ihr __________ ', 'rightCol': 'er __________', 'answerLeftCol': None, 'answerMiddleCol': ['lauft', 'laufet'], 'answerRightCol': ['lief'], 'isExample': 0}, {'leftCol': 'stehlen', 'middleCol': 'ihr __________ ', 'rightCol': 'sie __________ ', 'answerLeftCol': None, 'answerMiddleCol': ['stehlt', 'stehlet'], 'answerRightCol': ['stahl'], 'isExample': 0}, {'leftCol': '__________', 'middleCol': 'ihr dürft', 'rightCol': 'es __________ ', 'answerLeftCol': ['dürfen'], 'answerMiddleCol': None, 'answerRightCol': ['durfte'], 'isExample': 0}, {'leftCol': 'treten', 'middleCol': 'ihr __________ ', 'rightCol': 'er __________ ', 'answerLeftCol': None, 'answerMiddleCol': ['tretet'], 'answerRightCol': ['trat'], 'isExample': 0}]","[{'min': 12, 'max': 12, 'points': 3}, {'min': 9, 'max': 11, 'points': 2}, {'min': 5, 'max': 8, 'points': 1}, {'min': 0, 'max': 4, 'points': 0}]"
138,Aufgabe 15,"Setze jeweils ein passendes Wort in die Lücke. Es muss stets ein inhaltlich und grammatikalisch korrekter Satz entstehen. Der Sinn des Satzes muss zur Geschichte „Menschen, einem Missgeschick zuschauend“ passen.",,5,directWordMatch,,8,"[{'leftCol': 'a)', 'rightCol': 'Der Mann zieht sein Wägelchen, __________ Ladung bedrohlich schwankt, durch die Strassen', 'answer': ['dessen'], 'isExample': 0}, {'leftCol': 'b)', 'rightCol': 'Der Mann türmt alles wieder auf, __________ wenn wenig Aussicht auf Erfolg besteht.', 'answer': ['selbst', 'auch'], 'isExample': 0}, {'leftCol': 'c)', 'rightCol': 'Viele Zuschauende lachen über den Mann, __________ ihm zu helfen.', 'answer': ['statt', 'anstatt', 'ohne'], 'isExample': 0}, {'leftCol': 'd)', 'rightCol': '__________ die Missbilligung gilt, weiss der Ich-Erzähler nicht.', 'answer': ['Wem'], 'isExample': 0}, {'leftCol': 'e)', 'rightCol': 'Das kann man anderswo machen. Hier __________ sind wir in Basel.', 'answer': ['aber', 'hingegen', 'jedoch', 'allerdings', 'indes', 'indessen', 'dagegen', 'freilich'], 'isExample': 0}]","[{'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
139,Aufgabe 1,Wie lange braucht man von Manhattan nach Shelter Island?,"1 Punkt für zwei (2) Stunden (Std., h)",1,text,[],3,,
140,Aufgabe 2,Was ist der 'Shelter Island Reporter'?,Eine Zeitung,1,text,[],3,,
141,Aufgabe 3,Was steht im Polizeibericht der „letzten Woche“? Bestimme die richtigen Aussagen:,,3,multiplechoice,,3,"[{'text': 'Eine Person hat sich über das Hundegebell beklagt.', 'options': ['richtig', 'falsch', 'unbekannt'], 'answer': 'richtig'}, {'text': 'Die Hunde haben immer wieder Anwohner aufgeweckt.', 'options': ['richtig', 'falsch', 'unbekannt'], 'answer': 'unbekannt'}, {'text': 'Ein Truthahn hat einen Arbeiter der Telefongesellschaft angegriffen.', 'options': ['richtig', 'falsch', 'unbekannt'], 'answer': 'richtig'}, {'text': 'Der Arbeiter ist nur leicht verletzt worden.', 'options': ['richtig', 'falsch', 'unbekannt'], 'answer': 'unbekannt'}, {'text': 'Der Truthahn musste von einem Polizisten eingefangen werden.', 'options': ['richtig', 'falsch', 'unbekannt'], 'answer': 'falsch'}, {'text': 'Der Vogel wurde vom Angreifer eingefangen.', 'options': ['richtig', 'falsch', 'unbekannt'], 'answer': 'falsch'}, {'text': 'Der Truthahn hat einen hohen Schaden angerichtet.', 'options': ['richtig', 'falsch', 'unbekannt'], 'answer': 'unbekannt'}, {'text': 'Es hat niemand verlangt, dass sein Schaden ersetzt wird.', 'options': ['richtig', 'falsch', 'unbekannt'], 'answer': 'richtig'}]","[{'min': 7, 'max': 8, 'points': 3}, {'min': 5, 'max': 6, 'points': 2}, {'min': 3, 'max': 4, 'points': 1}, {'min': 0, 'max': 2, 'points': 0}]"
142,Aufgabe 4a,Was bedeutet der Ausdruck 'Puls der Insel'?,Das Leben auf der Insel / Die Art des Lebens auf der Insel / Wie man dort lebt / Das Lebenstempo / Der Lebensrhythmus auf der Insel. (2 Punkte für äquivalente Antworten; 1 Punkt für Antworten wie 'Der Herzschlag der Insel'. Orthografie und Grammatik werden nicht berücksichtigt.),2,text,[],3,,
143,Aufgabe 4b,Was sagen die Polizeimeldungen über den 'Puls der Insel' aus?,"Auf der Insel geschieht nichts Besonderes / Weltbewegendes / Auf der Insel passiert nicht viel / Der Polizeibericht zeigt, dass das Leben ländlich ist. (2 Punkte für äquivalente Antworten. Orthografie und Grammatik werden nicht berücksichtigt. Bei 3 oder mehr Fehlern gibt es 1 Punkt Abzug. Zeichensetzungsfehler und unvollständige Sätze bzw. Syntaxfehler gelten als 1 Fehler.)",2,text,[],3,,
144,Aufgabe 5,Warum hat sich das Gefühl des Ichs seinem Auto gegenüber schon früher abgekühlt? Gib drei Gründe an.,"Das Gefühl des Ichs gegenüber seinem Auto hat sich abgekühlt, weil das Auto auseinanderfällt, weil es eine falsche Außentemperatur anzeigt und weil es nicht die korrekte Richtung anzeigt. Weitere Gründe könnten fehlerhafte Elektronik und die Unfähigkeit, das zu tun, was es eigentlich können sollte, sein. (1 Punkt für jeden genannten Grund, insgesamt bis zu 3 Punkte. Orthografie- und Grammatikfehler führen bei 1-2 Fehlern zu keinem Abzug, bei 3 oder mehr Fehlern zu 1 Punkt Abzug. Zeichensetzungsfehler und unvollständige Sätze bzw. Syntaxfehler gelten als 1 Fehler. 'Weil'-Sätze ohne Hauptsatz gelten als korrekt.)",3,text,"[13, 14, 15, 18]",3,,
145,Aufgabe 6,Was bedeutet der Satz 'Das war der letzte Tropfen' (Z. 19) unter Berücksichtigung des ganzen Textes?,"2 Punkte für Antworten wie:
Das (der Tropfen) löst den Wutausbruch aus. /
Nun ist das Mass voll. /
Das war der letzte Tropfen, der das Fass zum Überlaufen brachte. /
Das war genau das, was einfach zu viel war. /
Das (der Tropfen) war zu viel. /
Jetzt ist aber genug.
Antworten im Präsens, Perfekt, Präteritum oder Plusquamperfekt werden toleriert.
Gleichwertige Lösungen sind zu tolerieren.
Abzug für Orthografie- und Grammatikfehler:
1-2 Fehler kein Abzug
3 oder mehr Fehler 1 Punkt Abzug
Zeichensetzungsfehler gelten nicht als Fehler.
Jeder unvollständige Satz bzw. Syntaxfehler gilt als 1 Fehler. ",2,text,[19],3,,
146,Aufgabe 7,Mit welcher Absicht ist das Ich nach Shelter Island gefahren?,"2 Punkte für Antworten wie: 
- Es (Er /Sie) hat dort einen Teil des Sommers verbringen wollen. /
- Es (Er/Sie) hat Ruhe und Einsamkeit gesucht. /
- Es (Er/Sie) hat am Strand sitzen und im Teich schwimmen wollen. 
(Antworten können im Präsens, Präteritum oder Plusquamperfekt sein. Kein Abzug für 1-2 Orthografie- oder Grammatikfehler, 1 Punkt Abzug für 3 oder mehr Fehler. Zeichensetzungsfehler und unvollständige Sätze bzw. Syntaxfehler gelten als 1 Fehler.)",2,text,[],3,,
147,Aufgabe 8a,Der Tag verläuft offensichtlich anders als geplant. Das Ich bezeichnet ihn aber dennoch als den schönsten seit Jahren. Warum?,"Der Tag wird als der schönste bezeichnet, weil das Ich hilfsbereite, aufmunternde Menschen kennengelernt hat, die nach kurzer Zeit bereits zu Freunden geworden sind, oder weil es neue Freunde gefunden hat, oder weil es nicht allein am Strand gewesen ist, sondern hilfsbereite Menschen getroffen hat. (2 Punkte für äquivalente Antworten. Antworten im Präsens, Präteritum oder Plusquamperfekt sind zu tolerieren. Kein Abzug für 1-2 Orthografie- oder Grammatikfehler, 1 Punkt Abzug für 3 oder mehr Fehler. Zeichensetzungsfehler und unvollständige Sätze bzw. Syntaxfehler gelten als 1 Fehler.)",2,text,[],3,,
148,Aufgabe 8b,Was hält das Ich am Schluss der Geschichte von seinen früheren Besuchen am Strand?,"2 Punkte für Antworten wie:
- Es (Er/Sie) sieht die Besuche kritisch. /
- Es (Er/Sie) hält nichts mehr von den Besuchen. /
- Es (Er/Sie) sieht die Besuche negativ. /
- Es (Er/Sie) wertet die Besuche ab. /
- Die früheren Besuche sind nicht so schön wie der heutige Tag gewesen.
Antworten im Präteritum oder Plusquamperfekt werden toleriert.
Gleichwertige Lösungen sind zu tolerieren.",2,text,[],3,,
149,Aufgabe 9,"Ersetze die rechts fehlenden Wörter durch ein passendes, neues Wort. (4 Punkte)",,4,directWordMatch,,3,"[{'leftCol': 'Schadenersatz wurde nicht geltend gemacht. (Z. 7-8) ', 'rightCol': 'Schadenersatz wurde nicht __________ .', 'answer': ['beansprucht', 'beantragt', 'eingefordert', 'gefordert', 'verlangt'], 'isExample': 0}, {'leftCol': 'Meine Bemühungen waren aussichtslos. (Z. 11)', 'rightCol': 'Meine __________ waren aussichtslos.', 'answer': ['Anstrengungen', 'Bestrebungen', 'Versuche'], 'isExample': 0}, {'leftCol': 'Er soll dem Fahrer die Aussentemperatur mitteilen können. (Z. 14-15)', 'rightCol': 'Er soll dem Fahrer die Aussentemperatu __________ können.', 'answer': ['angeben', 'anzeigen', 'zeigen', 'melden', 'signalisieren'], 'isExample': 0}, {'leftCol': 'Ich war erbost. (Z. 19)', 'rightCol': 'Ich war  __________ .', 'answer': ['aufgebracht', 'erzürnt', 'verärgert', 'wütend', 'zornig'], 'isExample': 0}]","[{'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}]"
150,Aufgabe 10,"In Zeile 22 findest du folgenden Satz: „Ich nickte finster.“ Die Verknüpfung des Verbs nicken mit dem Adjektiv finster ist ungewöhnlich. Erläutere in ein bis zwei Sätzen, warum sie ungewöhnlich ist.","2 Punkte für Antworten wie: Weil sich das Wort finster auf den Blick / die Miene / den Gesichtsausdruck des Ichs bezieht, das Wort nicken hingegen eine Kopfbewegung ist. Weil nicken eher etwas Positives und finster eher etwas Negatives ausdrückt. 1 Punkt für Antworten wie: Weil man eigentlich nicht finster nicken kann. Gleichwertige Lösungen sind zu tolerieren. Abzug für Orthografie- und Grammatikfehler: 1-2 Fehler kein Abzug, 3 oder mehr Fehler 1 Punkt Abzug, Zeichensetzungsfehler gelten nicht als Fehler. Jeder unvollständige Satz bzw. Syntaxfehler gilt als 1 Fehler. Weil-Sätze ohne Hauptsatz werden toleriert.",2,text,[22],3,,
151,Aufgabe 11a,In den Zeilen 12 und 13 gibt es je ein mag mit unterschiedlicher Bedeutung. Was drückt mag in Zeile 12 aus?,Je 1 Punkt pro inhaltlich und orthografisch korrekte Ergänzung:(Es bedeutet) gern haben / lieb haben / lieben (oder konjugierte Formen),1,text,[12],3,,
152,Aufgabe 11b,Was drückt mag in Zeile 13 aus?,Je 1 Punkt pro inhaltlich und orthografisch korrekte Ergänzung: (Es bedeutet) eine Vermutung vielleicht / eventuell / allenfalls / vermutlich / wahrscheinlich / möglicherweise / dürfte / könnte,1,text,[13],3,,
153,Aufgabe 12,Bestimme die Personal- und Zeitform der Verben in den folgenden Sätzen. Antworte mit Person und Zahl und Zeitform wie z.B. '1. Person Singular Präsens' (4 Punkte),,4,directWordMatch,,3,"[{'leftCol': 'Ich bin stundenlang im Kreis gefahren.', 'rightCol': ' __________ ', 'answer': ['1. Person Singular Perfekt', '1. Person Einzahl Perfekt', '1. Person Singular Vergangenheit 2', '1. Person Einzahl Vergangenheit 2'], 'isExample': 0}, {'leftCol': 'Standen die Autos alle auf dem Parkplatz?', 'rightCol': ' __________ ', 'answer': ['3. Person Plural Präteritum', '3. Person Plural Vergangenheit 1', '3. Person Mehrzahl Präteritum', '3. Person Mehrzahl Vergangenheit 1'], 'isExample': 0}, {'leftCol': 'Auf eure Autos könnt ihr euch nicht immer verlassen.', 'rightCol': ' __________ ', 'answer': ['2. Person Mehrzahl Präsens', '2. Person Mehrzahl Gegenwart', '2. Person Plural Präsens', '2. Person Mehrzahl Gegenwart'], 'isExample': 0}, {'leftCol': 'Vermutlich werden wir Freunde bleiben.', 'rightCol': ' __________ ', 'answer': ['1. Person Plural Futur 1', '1. Person Plural Zukunft', '1. Person Mehrzahl Zukunft', '1. Person Mehrzahl Futur 1'], 'isExample': 0}]","[{'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}]"
154,Aufgabe 13,"Suche je zwei Verben, in denen das vorgegebene Wort als Wortstamm auftritt. Umlaute sind erlaubt. Beispiel: 'Kraft', Lösung: kräftigen, verkraften",,4,directWordMatchThreeCol,,3,"[{'leftCol': 'Sinn', 'middleCol': ' __________ ', 'rightCol': ' __________ ', 'answerLeftCol': None, 'answerMiddleCol': ['aussinnen', 'besinnen', 'sich besinnen', 'entsinnlichen', 'ersinnen', 'nachsinnen', 'rückbesinnen', 'sinnen', 'sinnieren', 'umbesinnen', 'versinnbildlichen', 'versinnbilden', 'versinnlichen', 'zurückbesinnen'], 'answerRightCol': ['aussinnen', 'besinnen', 'sich besinnen', 'entsinnlichen', 'ersinnen', 'nachsinnen', 'rückbesinnen', 'sinnen', 'sinnieren', 'umbesinnen', 'versinnbildlichen', 'versinnbilden', 'versinnlichen', 'zurückbesinnen'], 'isExample': 0}, {'leftCol': 'Geist', 'middleCol': ' __________ ', 'rightCol': ' __________ ', 'answerLeftCol': None, 'answerMiddleCol': ['begeistern', 'geistern', 'herumgeistern', 'umhergeistern', 'vergeistigen'], 'answerRightCol': ['begeistern', 'geistern', 'herumgeistern', 'umhergeistern', 'vergeistigen'], 'isExample': 0}, {'leftCol': 'Mann', 'middleCol': ' __________ ', 'rightCol': ' __________ ', 'answerLeftCol': None, 'answerMiddleCol': ['bemannen', 'entmannen', 'ermannen', 'mannen', 'übermannen', 'vermännlichen'], 'answerRightCol': ['bemannen', 'entmannen', 'ermannen', 'mannen', 'übermannen', 'vermännlichen'], 'isExample': 0}, {'leftCol': 'Mut', 'middleCol': ' __________ ', 'rightCol': ' __________ ', 'answerLeftCol': None, 'answerMiddleCol': ['anmuten', 'demütigen', 'entmutigen', 'ermutigen', 'muten', 'mutmassen', 'zumuten', 'vermuten'], 'answerRightCol': ['anmuten', 'demütigen', 'entmutigen', 'ermutigen', 'muten', 'mutmassen', 'zumuten', 'vermuten'], 'isExample': 0}]","[{'min': 8, 'max': 8, 'points': 4}, {'min': 6, 'max': 7, 'points': 3}, {'min': 4, 'max': 5, 'points': 2}, {'min': 2, 'max': 3, 'points': 1}, {'min': 0, 'max': 1, 'points': 0}]"
